data,grupo,valor
2026-03-01,8.Educação,0.02
2026-03-01,9.Comunicação,0.19
2026-04-01,1.Alimentação e bebidas,1.34
2026-04-01,2.Habitação,0.63
2026-04-01,3.Artigos de residência,0.65
2026-04-01,4.Vestuário,0.52
2026-04-01,5.Transportes,0.06
2026-04-01,6.Saúde e cuidados pessoais,1.16
2026-04-01,7.Despesas pessoais,0.35
2026-04-01,8.Educação,0.06
2026-04-01,9.Comunicação,0.57
2026-05-01,1.Alimentação e bebidas,1.33
2026-05-01,2.Habitação,1.22
2026-05-01,3.Artigos de residência,0.08
2026-05-01,4.Vestuário,0.62
2026-05-01,5.Transportes,-0.46
2026-05-01,6.Saúde e cuidados pessoais,0.9
2026-05-01,7.Despesas pessoais,0.41
2026-05-01,8.Educação,0
2026-05-01,9.Comunicação,0.23
2026-06-01,1.Alimentação e bebidas,-0.24
2026-06-01,2.Habitação,0.63
2026-06-01,3.Artigos de residência,0.23
2026-06-01,4.Vestuário,0.17
2026-06-01,5.Transportes,0.17
2026-06-01,6.Saúde e cuidados pessoais,0.23
2026-06-01,7.Despesas pessoais,0.25
2026-06-01,8.Educação,-0.02
2026-06-01,9.Comunicação,0.19
2026-07-01,1.Alimentação e bebidas,-0.67
2026-07-01,2.Habitação,0.99
2026-07-01,3.Artigos de residência,0.07
2026-07-01,4.Vestuário,-0.66
2026-07-01,5.Transportes,0.05
2026-07-01,6.Saúde e cuidados pessoais,0.4
2026-07-01,7.Despesas pessoais,0.22
2026-07-01,8.Educação,-0.03
2026-07-01,9.Comunicação,0.04
