data,grupo,valor
2026-02-01,8.Educação,4.89
2026-02-01,9.Comunicação,0.21
2026-03-01,1.Alimentação e bebidas,1.65
2026-03-01,2.Habitação,0.23
2026-03-01,3.Artigos de residência,0.55
2026-03-01,4.Vestuário,0.44
2026-03-01,5.Transportes,1.61
2026-03-01,6.Saúde e cuidados pessoais,0.43
2026-03-01,7.Despesas pessoais,0.63
2026-03-01,8.Educação,0.01
2026-03-01,9.Comunicação,0.11
2026-04-01,1.Alimentação e bebidas,1.37
2026-04-01,2.Habitação,0.77
2026-04-01,3.Artigos de residência,0.59
2026-04-01,4.Vestuário,0.52
2026-04-01,5.Transportes,0.37
2026-04-01,6.Saúde e cuidados pessoais,1.31
2026-04-01,7.Despesas pessoais,0.37
2026-04-01,8.Educação,0.06
2026-04-01,9.Comunicação,0.64
2026-05-01,1.Alimentação e bebidas,1.33
2026-05-01,2.Habitação,1.28
2026-05-01,3.Artigos de residência,0.03
2026-05-01,4.Vestuário,0.62
2026-05-01,5.Transportes,-0.54
2026-05-01,6.Saúde e cuidados pessoais,1.11
2026-05-01,7.Despesas pessoais,0.38
2026-05-01,8.Educação,-0.01
2026-05-01,9.Comunicação,0.2
2026-06-01,1.Alimentação e bebidas,-0.29
2026-06-01,2.Habitação,0.67
2026-06-01,3.Artigos de residência,0.25
2026-06-01,4.Vestuário,0.15
2026-06-01,5.Transportes,0.1
2026-06-01,6.Saúde e cuidados pessoais,0.22
2026-06-01,7.Despesas pessoais,0.27
2026-06-01,8.Educação,0.02
2026-06-01,9.Comunicação,0.23
2026-07-01,1.Alimentação e bebidas,-0.74
2026-07-01,2.Habitação,0.95
2026-07-01,3.Artigos de residência,0.11
2026-07-01,4.Vestuário,-0.53
2026-07-01,5.Transportes,-0.19
2026-07-01,6.Saúde e cuidados pessoais,0.46
2026-07-01,7.Despesas pessoais,0.18
2026-07-01,8.Educação,-0.02
2026-07-01,9.Comunicação,0.07
