data,grupo,valor
2026-04-01,8.Educação,0.05
2026-04-01,9.Comunicação,0.48
2026-05-01,1.Alimentação e bebidas,1.38
2026-05-01,2.Habitação,1.03
2026-05-01,3.Artigos de residência,0.21
2026-05-01,4.Vestuário,0.36
2026-05-01,5.Transportes,-0.33
2026-05-01,6.Saúde e cuidados pessoais,1.05
2026-05-01,7.Despesas pessoais,0.5
2026-05-01,8.Educação,0.01
2026-05-01,9.Comunicação,0.36
2026-06-01,1.Alimentação e bebidas,0.74
2026-06-01,2.Habitação,0.72
2026-06-01,3.Artigos de residência,0.36
2026-06-01,4.Vestuário,0.45
2026-06-01,5.Transportes,-0.03
2026-06-01,6.Saúde e cuidados pessoais,0.47
2026-06-01,7.Despesas pessoais,0.34
2026-06-01,8.Educação,-0.02
2026-06-01,9.Comunicação,0.34
2026-07-01,1.Alimentação e bebidas,-0.66
2026-07-01,2.Habitação,0.97
2026-07-01,3.Artigos de residência,0.19
2026-07-01,4.Vestuário,-0.33
2026-07-01,5.Transportes,0.11
2026-07-01,6.Saúde e cuidados pessoais,0.28
2026-07-01,7.Despesas pessoais,0.08
2026-07-01,8.Educação,-0.04
2026-07-01,9.Comunicação,-0.02
